Specification,Surprise_coef,Surprise_x_NFA_coef,Triple_coef,Triple_se,Triple_pval,N,R2
(1) Baseline,-0.5977704357735799,-0.004783523226505981,,,,2103,0.001401346214403132
(2) STMT+VIX,0.364735030131949,0.0012563314998186444,-0.019399799558380143,0.015110732342359235,0.19933953544540128,2103,0.010258415129789533
(3) MP1+VIX,0.2872877448909681,-0.013648433109251496,-0.010409427825103044,0.023118385332156845,0.6525652428297399,2103,0.013285856790610673
